      1	  40.96	        24.0674         22.3686	        25.8803
  40.96	  80.92	        1.60695         1.47429	        1.75254
  80.92	 120.88	       0.597614        0.543174	        0.65841
 120.88	 160.84	       0.312937         0.28294	       0.346727
 160.84	  200.8	       0.172669        0.155168	       0.192548
  200.8	 240.76	       0.100546       0.0896016	       0.113151
 240.76	 280.72	      0.0995555       0.0879849	       0.113061
 280.72	 320.68	      0.0508744       0.0450252	      0.0576875
 320.68	 360.64	      0.0310655        0.027631	       0.035028
 360.64	  400.6	      0.0224643       0.0198691	      0.0254862
  400.6	 440.56	      0.0215939       0.0189288	      0.0247418
 440.56	 480.52	     0.00959042      0.00844861	      0.0109273
 480.52	 520.48	     0.00992568      0.00869418	      0.0113805
 520.48	 560.44	      0.0060059        0.005244	       0.006911
 560.44	  600.4	     0.00284744      0.00247786	     0.00328671
  600.4	 640.36	      0.0031507      0.00273616	     0.00364608
 640.36	 680.32	      0.0020017      0.00173848	     0.00231588
 680.32	 720.28	     0.00129465      0.00110395	     0.00152818
 720.28	 760.24	     0.00264786      0.00231709	      0.0030385
 760.24	  800.2	    0.000489427     0.000420456	    0.000573023
  800.2	 840.16	     0.00045917     0.000397148	    0.000533702
 840.16	 880.12	    0.000537607     0.000456961	    0.000636604
 880.12	 920.08	    0.000195935     0.000167557	    0.000230433
 920.08	 960.04	    0.000658283     0.000569753	    0.000764723
 960.04	   1000	    8.93549e-05     7.55503e-05	    0.000106385
