      0       3       0.0379047       0.0379047       0.0379047
      3       6       0.0585352       0.0585352       0.0585352
      6       9       0.0491871       0.0491871       0.0491871
      9      12       0.0373903       0.0373903       0.0373903
     12      15       0.0286081       0.0286081       0.0286081
     15      18       0.0224916       0.0224916       0.0224916
     18      21        0.017431        0.017431        0.017431
     21      24       0.0138481       0.0138481       0.0138481
     24      27       0.0113203       0.0113203       0.0113203
     27      30      0.00912122      0.00912122      0.00912122
     30      36      0.00707018      0.00707018      0.00707018
     36      42      0.00487248      0.00487248      0.00487248
     42      48      0.00365071      0.00365071      0.00365071
     48      54      0.00273435      0.00273435      0.00273435
     54      60      0.00205252      0.00205252      0.00205252
     60      80      0.00116822      0.00116822      0.00116822
     80     100     0.000492228     0.000492228     0.000492228
    100     180     0.000124474     0.000124474     0.000124474
    180     350     1.00552e-05     1.00552e-05     1.00552e-05
    
