      0       3        0.313134        0.313134        0.313134
      3       6      0.00168844      0.00168844      0.00168844
      6       9      0.00161367      0.00161367      0.00161367
      9      12      0.00185847      0.00185847      0.00185847
     12      15      0.00146475      0.00146475      0.00146475
     15      18      0.00146145      0.00146145      0.00146145
     18      21      0.00191767      0.00191767      0.00191767
     21      24      0.00148475      0.00148475      0.00148475
     24      27      0.00111996      0.00111996      0.00111996
     27      30      0.00144604      0.00144604      0.00144604
     30      36     0.000944977     0.000944977     0.000944977
     36      42     0.000804707     0.000804707     0.000804707
     42      48     0.000772081     0.000772081     0.000772081
     48      54     0.000499591     0.000499591     0.000499591
     54      60     0.000565674     0.000565674     0.000565674
     60      80     0.000459082     0.000459082     0.000459082
     80     100     0.000331028     0.000331028     0.000331028
    100     180     8.66492e-05     8.66492e-05     8.66492e-05
    180     350     9.14206e-06     9.14206e-06     9.14206e-06
