      0       3       0.0388455       0.0388455       0.0388455
      3       6       0.0596515       0.0596515       0.0596515
      6       9       0.0487456       0.0487456       0.0487456
      9      12        0.037543        0.037543        0.037543
     12      15       0.0280122       0.0280122       0.0280122
     15      18       0.0224887       0.0224887       0.0224887
     18      21       0.0167575       0.0167575       0.0167575
     21      24       0.0150177       0.0150177       0.0150177
     24      27       0.0113182       0.0113182       0.0113182
     27      30      0.00850566      0.00850566      0.00850566
     30      36      0.00726346      0.00726346      0.00726346
     36      42      0.00486361      0.00486361      0.00486361
     42      48      0.00354955      0.00354955      0.00354955
     48      54      0.00233213      0.00233213      0.00233213
     54      60      0.00184134      0.00184134      0.00184134
     60      80      0.00117596      0.00117596      0.00117596
     80     100     0.000507458     0.000507458     0.000507458
    100     180     0.000120483     0.000120483     0.000120483
    180     350     8.57827e-06     8.57827e-06     8.57827e-06
